procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 491908 175467648  35632 798272832    0    0     0     0 58511 15518 19  0 81  0  0
135  0 491908 175434624  35632 798272768    0    0     0   211 72417 27907 20  1 80  0  0
 4  0 491908 175442144  35632 798272768    0    0     0  1750 57075 19219 17  1 82  0  0
 4  0 491908 175441392  35632 798272768    0    0     0    18 16770 16972  2  0 97  0  0
 4  0 491908 175442944  35632 798272768    0    0     0     0 15864 17946  2  0 98  0  0
 3  0 491908 175443344  35632 798272768    0    0     0     0 22160 11551  3  0 97  0  0
 3  0 491908 175443520  35632 798272768    0    0     0     0 7676 2847  2  0 98  0  0
131  0 491908 175442592  35632 798272832    0    0     0    72 8678 3900  2  0 98  0  0
 4  0 491908 175454272  35632 798272832    0    0     0   103 9362 4979  2  0 98  0  0
 6  0 491908 175454016  35632 798272832    0    0     0   356 7474 3058  2  0 98  0  0
 4  0 491908 175455584  35632 798272832    0    0     0    12 11215 3571  3  0 97  0  0
 4  0 491908 175459296  35632 798272832    0    0     0     0 7711 3666  2  0 98  0  0
 4  0 491908 175460048  35632 798272832    0    0     0    86 11418 4636  2  0 98  0  0
 4  0 491908 175459104  35632 798272832    0    0     0    18 7662 3721  2  0 98  0  0
 4  0 491908 175459008  35632 798272832    0    0     0   356 27924 3506  3  0 97  0  0
 5  0 491908 175459024  35632 798272832    0    0     0    64 7198 3222  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 491908 175459232  35632 798272832    0    0     0  1002 7144 2909  2  0 98  0  0
 4  0 491908 175459232  35632 798272832    0    0     0     0 8560 3978  2  0 98  0  0
 4  0 491908 175459152  35632 798272832    0    0     0    96 7138 2804  2  0 98  0  0
 5  0 491908 175459248  35632 798272832    0    0     0     0 9332 4084  2  0 98  0  0
 4  0 491908 175459264  35632 798272832    0    0     0     0 7004 2780  2  0 98  0  0
 4  0 491908 175459280  35632 798272832    0    0     0     2 8494 3128  2  0 98  0  0
 5  0 491908 175460304  35632 798272832    0    0     0     0 7091 3576  2  0 98  0  0
131  0 491908 175460496  35632 798272832    0    0     0    16 33412 8301  8  0 91  0  0
130  0 491908 175460336  35632 798272832    0    0     0   242 52344 13227 16  0 83  0  0
 3  0 491908 175468960  35632 798272832    0    0     0    10 50789 13548 16  0 83  0  0
130  0 491908 175470752  35632 798272832    0    0     0    87 64370 10078 22  1 77  0  0
 3  0 491908 175467488  35632 798273088    0    0     0 347782 13667 4955  2  0 97  0  0
 4  0 491908 175466784  35632 798272768    0    0     0    18 9279 4087  2  0 98  0  0
 3  0 491908 175465952  35632 798272768    0    0     0     0 8919 3355  2  0 98  0  0
 3  0 491908 175466976  35632 798272768    0    0     0     9 6960 3015  2  0 98  0  0
 3  0 491908 175467008  35632 798272768    0    0     0     3 8675 3662  2  0 98  0  0
 5  0 491908 175466176  35632 798272768    0    0     0     0 7267 3669  2  0 98  0  0
 3  0 491908 175466000  35632 798272768    0    0     0    32 9819 3895  2  0 98  0  0
 3  0 491908 175466000  35632 798272768    0    0     0     0 7484 3008  2  0 98  0  0
 4  0 491908 175466096  35632 798272768    0    0     0     0 9162 3719  2  0 98  0  0
 4  0 491908 175465952  35632 798272768    0    0     0     2 6995 2796  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
130  0 491908 175463936  35632 798272768    0    0     0     0 7632 3835  2  0 98  0  0
 3  0 491908 175464928  35632 798272768    0    0     0     0 8078 2840  2  0 98  0  0
 3  0 491908 175464480  35632 798272768    0    0     0     0 8242 3628  2  0 98  0  0
 3  0 491908 175465056  35632 798272768    0    0     0   138 8308 3315  2  0 98  0  0
 3  0 491908 175465152  35632 798272768    0    0     0     0 7676 3623  2  0 98  0  0
 4  0 491908 175465152  35632 798272768    4    0     4     0 8410 3151  2  0 98  0  0
 3  0 491908 175465232  35632 798272768    0    0     0   119 7776 3586  2  0 98  0  0
 3  0 491908 175465440  35632 798272768    0    0     0   390 9079 3662  2  0 97  0  0
 3  0 491908 175465408  35632 798272768    0    0     0   187 7042 3100  2  0 98  0  0
 3  0 491908 175465760  35632 798272768    0    0     0  3012 8575 4249  2  0 98  0  0
 4  0 491908 175465632  35632 798272768    0    0     0   118 7521 3556  2  0 98  0  0
 3  0 491908 175465824  35632 798272768    0    0     0     0 8584 3459  2  0 98  0  0
 4  0 491908 175465792  35632 798272768    0    0     0    20 7805 3498  2  0 98  0  0
 3  0 491908 175465920  35632 798272768    0    0     0     3 44879 12961 14  0 85  0  0
130  0 491908 175465984  35632 798272768    0    0     0   179 53560 12512 18  0 82  0  0
131  0 491908 175241984  35632 798272768    0    0     0     0 69294 14122 23  1 77  0  0
 3  0 491908 175466064  35632 798272768    0    0     0     0 38602 3612  9  1 90  0  0
 3  0 491908 175466112  35632 798272768    0    0     0   119 8866 3762  2  0 98  0  0
 3  0 491908 175472880  35632 798272768    0    0     0    13 7689 4451  2  0 98  0  0
 3  0 491908 175462816  35632 798272768    0    0     0   205 9233 4476  2  0 98  0  0
 3  0 491908 175462832  35632 798272832    0    0     0    79 11825 2996  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 491908 175461760  35632 798272832    0    0     0     0 18920 4146  3  0 97  0  0
 3  0 491908 175461632  35632 798272832    0    0     0     0 8425 4150  2  0 98  0  0
 7  0 491908 175434944  35632 798272768    0    0     0   315 25959 17111  3  0 97  0  0
 4  0 491908 175442720  35632 798272832    0    0     0   131 29886 19657  3  0 97  0  0
 5  0 491908 175442016  35632 798272704    0    0     0     3 13571 15481  2  0 98  0  0
 6  0 491908 175440144  35632 798272704    0    0     0   184 17631 18585  3  0 97  0  0
 3  0 491908 175442416  35632 798272704    0    0     0     0 19224 10732  2  0 97  0  0
 3  0 491908 175441600  35632 798272704    0    0     0     0 25851 3635  3  0 97  0  0
 4  0 491908 175442096  35632 798272768    0    0     0  1574 7626 3405  2  0 98  0  0
 3  0 491908 175453600  35632 798272768    0    0     0     0 9486 4815  2  0 98  0  0
 3  0 491908 175453664  35632 798272768    0    0     0   163 7273 3435  2  0 98  0  0
 3  0 491908 175453744  35632 798272768    0    0     0    18 8848 4364  2  0 98  0  0
 3  0 491908 175453824  35632 798272768    0    0     0    10 7376 3030  2  0 98  0  0
130  0 491908 175458800  35632 798272640    0    0     0     0 10392 5244  2  0 98  0  0
 3  0 491908 175460032  35632 798272640    0    0     0   748 8016 3201  2  0 98  0  0
 4  0 491908 175135024  35632 798272640    0    0     0     3 7671 3066  2  0 98  0  0
 5  0 491908 175459776  35632 798272576    0    0     0 205597 19055 6697  4  0 96  0  0
131  0 491908 175459808  35632 798272576    0    0     0    15 48878 13631 16  0 84  0  0
 4  0 491908 175460960  35632 798272576    0    0     0   121 62704 16053 20  0 79  0  0
 4  0 491908 175462400  35632 798272576    0    0     0   139 59875 8366 20  1 79  0  0
 4  0 491908 175460576  35632 798272576    0    0     0     3 7447 3011  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 491908 175460608  35632 798272576    0    0     0 142916 11227 4865  2  0 97  0  0
 4  0 494468 175456832  35632 798267712    0 2632     4  2639 6844 2968  1  0 98  0  0
 4  0 502660 175473648  35632 798265984    0 8192     0  8343 15054 24203  1  0 99  0  0
 4  0 502660 175476816  35632 798268544    0    0     0     0 6410 2363  1  0 99  0  0
 4  0 502660 175472128  35632 798268544    0    0     0     0 10724 3991  2  0 98  0  0
 3  0 502660 175473312  35632 798268544    0    0     0     0 9269 3395  2  0 98  0  0
 4  0 502660 175484912  35632 798268544    0    0     0    12 6956 2803  2  0 98  0  0
 3  0 502660 175485504  35632 798268544    0    0     0    79 7266 2898  2  0 98  0  0
 3  0 502660 175485616  35632 798268544    0    0     0     0 8795 3656  2  0 98  0  0
 4  0 502660 175482336  35632 798268544    0    0     0   126 7838 3687  2  0 98  0  0
 3  0 502660 175481552  35632 798268544    0    0     0     0 10779 4323  2  0 97  0  0
 4  0 502660 175482272  35632 798268544    0    0     0     0 7048 2706  2  0 98  0  0
 3  0 502660 175482352  35632 798268544    0    0     0    64 15540 3732  3  0 97  0  0
 4  0 502660 175481120  35632 798268544    0    0     0     0 7523 3619  2  0 98  0  0
 3  0 502660 175480720  35632 798268544    0    0     0     2 8658 3562  2  0 98  0  0
 3  0 502660 175480320  35632 798268544    0    0     0  2798 9038 3329  2  0 98  0  0
 4  0 502660 175480352  35632 798268544    0    0     0    18 7511 3205  2  0 98  0  0
 3  0 502660 175480400  35632 798268544    0    0     0     0 11197 3190  2  0 98  0  0
 4  0 502660 175480064  35632 798268608    0    0     0     0 7205 3612  2  0 98  0  0
 4  0 502660 175480160  35632 798268608    0    0     0    39 9545 4697  2  0 98  0  0
 3  0 502660 175480240  35632 798268608    0    0     0     3 8029 3586  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0 502660 175480224  35632 798268608    0    0     0   104 8348 3274  2  0 98  0  0
131  0 502660 175480480  35632 798268608    0    0     0     0 43668 11651 14  0 86  0  0
130  0 502660 175479456  35632 798268608    0    0     0     0 58068 15520 19  0 81  0  0
 5  0 502660 175482272  35632 798268608    0    0     0   169 78228 14457 26  1 73  0  0
 3  0 502660 175479584  35632 798268608    0    0     0     3 7883 3106  2  0 98  0  0
 3  0 502660 175479552  35632 798268608    0    0     0   263 7227 2865  2  0 98  0  0
 3  0 502660 175482272  35632 798268608    0    0     0   181 10680 5874  2  0 98  0  0
 5  0 502660 175480304  35632 798268608    0    0     0  3064 7947 3552  2  0 98  0  0
 4  0 502660 175480592  35632 798268608    0    0     0     0 8804 3308  2  0 98  0  0
 4  0 502660 175480768  35632 798268608    0    0     0     0 7953 3017  2  0 98  0  0
 4  0 502660 175480768  35632 798268608    0    0     0     0 8446 3150  2  0 98  0  0
 4  0 502660 175480656  35632 798268608    0    0     0   142 7888 4269  2  0 98  0  0
 4  0 502660 175480608  35632 798268608    0    0     0    20 8675 3272  2  0 98  0  0
 3  0 502660 175480608  35632 798268608    0    0     0     0 7469 2742  2  0 98  0  0
 4  0 502660 175480560  35632 798268608    0    0     0     0 7737 3101  2  0 98  0  0
 4  0 502660 175484640  35632 798268608    0    0     0    10 9269 4324  2  0 98  0  0
 4  0 502660 175484320  35632 798268608    0    0     0    74 7589 3128  2  0 98  0  0
 4  0 502660 175484352  35632 798268672    0    0     0    18 8160 3039  2  0 98  0  0
 5  0 502660 175483872  35632 798268672    0    0     0     0 7289 2821  2  0 98  0  0
131  0 502660 175482784  35632 798268672    0    0     0   147 10290 4752  2  0 98  0  0
 6  0 502660 175127968  35632 798268608    0    0     0   190 29162 19846  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 502660 175456704  35632 798268672    0    0     0 348025 38022 21219  2  1 97  0  0
 4  0 502660 175455984  35632 798268672    0    0     0     3 22527 17011  3  0 97  0  0
131  0 502660 175455312  35632 798268672    0    0     0     0 42632 19829  6  0 94  0  0
130  0 502660 175456176  35632 798268672    0    0     0     0 66702 16574 15  0 85  0  0
 3  0 502660 175456288  35632 798268672    0    0     0  1707 59095 16445 19  0 81  0  0
 3  0 502660 175460336  35632 798268672    0    0     0     3 68127 10064 22  1 77  0  0
 4  0 502660 175471472  35632 798268672    0    0     0    64 9974 4822  2  0 98  0  0
 4  0 502660 175467824  35632 798268672    0    0     0     3 7124 3049  2  0 98  0  0
 4  0 502660 175468400  35632 798268672    0    0     0    33 8409 3142  2  0 98  0  0
 4  0 502660 175469408  35632 798268672    0    0     0    14 9368 4065  3  0 97  0  0
 4  0 502660 175472160  35632 798268608    0    0     0   700 10037 4984  2  0 98  0  0
 4  0 502660 175473104  35632 798268608    0    0     0    80 8385 3160  2  0 98  0  0
 4  0 502660 175473632  35632 798268608    0    0     0     0 7410 3029  2  0 98  0  0
 4  0 502660 175473712  35632 798268608    0    0     0     0 8637 3406  2  0 98  0  0
 4  0 502660 175473792  35632 798268608    0    0     0   439 7653 4139  2  0 98  0  0
 4  0 502660 175473792  35632 798268608    0    0     0    11 8456 3121  2  0 98  0  0
 4  0 502660 175473920  35632 798268608    0    0     0   681 7140 2834  2  0 98  0  0
 4  0 502660 175474080  35632 798268608    0    0     0    21 7255 3136  2  0 98  0  0
 6  0 502660 175474112  35632 798268608    0    0     0     0 9218 4334  2  0 98  0  0
 4  0 502660 175474224  35632 798268608    0    0     0     0 7842 3946  2  0 98  0  0
 4  0 502660 175473376  35632 798268608    0    0     0     0 8303 3470  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 502660 175473376  35632 798268672    0    0     0     0 7123 3109  2  0 98  0  0
 4  0 502660 175472928  35632 798268672    0    0     0    90 8715 4096  2  0 98  0  0
 4  0 502660 175472928  35632 798268672    0    0     0     0 8063 4139  2  0 98  0  0
 4  0 502660 175482432  35632 798268672    0    0     0    12 8237 3522  2  0 98  0  0
 5  0 502660 175482976  35632 798268672    0    0     0    62 7245 3341  2  0 98  0  0
 4  0 502660 175483008  35632 798268672    0    0     0     0 7312 3590  2  0 98  0  0
 4  0 502660 175444960  35632 798268672    0    0     0   116 44661 11676 14  0 85  0  0
131  0 502660 175769920  35632 798269632    0    0     0   124 68364 26178 19  1 80  0  0
 4  0 502660 175472832  35632 798269632    0    0     0    18 72497 11101 22  1 76  0  0
 4  0 502660 175477936  35632 798269824    0    0     0     0 9052 3826  2  0 98  0  0
 4  0 502660 175478048  35632 798269824    0    0     0     0 7672 3181  2  0 98  0  0
 4  0 502660 175475616  35632 798269824    0    0     0     0 10389 5319  2  0 98  0  0
 4  0 502660 175475840  35632 798269824    0    0     0  1392 10088 3441  2  0 98  0  0
 4  0 502660 175475424  35632 798269824    0    0     0     0 9466 3726  2  0 98  0  0
 3  0 502660 175475904  35632 798269824    0    0     0    16 7385 3142  2  0 98  0  0
 4  0 502660 175475904  35632 798269824    0    0     0     0 7243 3242  2  0 98  0  0
 4  0 502660 175474928  35632 798269824    0    0     0     0 16714 4605  3  0 97  0  0
 4  0 502660 175474400  35632 798269824    0    0     0    27 7997 3865  2  0 98  0  0
 4  0 502660 175474080  35632 798269824    0    0     0    80 11204 3499  2  0 98  0  0
 4  0 502660 175474080  35632 798269824    0    0     0     0 17832 3141  2  0 98  0  0
 4  0 502660 175475024  35632 798269824    0    0     0    89 8867 3619  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 502660 175474560  35632 798269824    0    0     0    13 8018 4648  2  0 98  0  0
130  0 502660 175474272  35632 798269824    0    0     0     0 9421 3734  2  0 98  0  0
 3  0 502660 175474544  35632 798269824    0    0     0   556 7103 3217  2  0 98  0  0
 3  0 502660 175475072  35632 798269824    0    0     0   143 13744 2930  2  0 98  0  0
 3  0 502660 175012048  35632 798383744    0    0     0  3060 13883 5027  2  0 98  0  0
 4  0 502660 175473648  35632 798270464    0    0     0 347784 14805 5450  2  0 98  0  0
 3  0 502660 175473728  35632 798270464    0    0     0     0 8431 3273  2  0 98  0  0
 4  0 502660 175474224  35632 798270464    0    0     0     0 7780 2781  2  0 98  0  0
130  0 502660 175473408  35632 798270464    0    0     0    53 35095 9547 10  0 90  0  0
130  0 502660 175474000  35632 798270464    0    0     0     0 59072 15633 19  0 81  0  0
 4  0 502660 175476336  35632 798270464    0    0     0    52 98437 15428 33  1 66  0  0
 4  0 502660 175474496  35632 798270464    0    0     0    16 7937 3251  2  0 98  0  0
 4  0 502660 175481152  35632 798270464    0    0     0    10 8319 3457  2  0 98  0  0
 4  0 502660 175482528  35632 798270464    0    0     0     0 7293 2909  2  0 98  0  0
 3  0 502660 175479392  35632 798270464    0    0     0     0 8497 3900  2  0 98  0  0
 4  0 502660 175478272  35632 798270464    0    0     0     0 7527 2901  2  0 98  0  0
131  0 502660 175478368  35632 798270464    0    0     0     0 8366 3561  2  0 98  0  0
 4  0 502660 175453872  35632 798270528    0    0     0   376 30343 21647  3  1 96  0  0
 4  0 502660 175450752  35632 798270528    0    0     0    72 14210 15831  2  0 98  0  0
 4  0 502660 175451040  35632 798270528    0    0     0     0 16082 16607  3  0 97  0  0
 4  0 502660 175449664  35632 798270528    0    0     0     0 19325 17621  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 502660 175452368  35632 798270528    0    0     0   112 11977 9316  2  0 97  0  0
 3  0 502660 175452240  35632 798270528    0    0     0  1555 7735 3337  2  0 98  0  0
 3  0 502660 175453568  35632 798270528    0    0     0     3 9178 3529  2  0 98  0  0
 3  0 502660 175464528  35632 798270528    0    0     0   269 23192 5072  2  0 98  0  0
 3  0 502660 175464608  35632 798270528    0    0     0     3 12681 2907  2  0 98  0  0
 3  0 502660 175463712  35632 798270528    0    0     0    12 9049 3294  2  0 98  0  0
11  0 502660 175466912  35632 798270528    0    0     0    12 8277 3938  2  0 98  0  0
 3  0 502660 175467904  35632 798270528    0    0     0   694 10556 5041  2  0 97  0  0
 3  0 502660 175468944  35632 798270528    0    0     0    70 7499 2840  2  0 98  0  0
 3  0 502660 175469024  35632 798270528    0    0     0    18 8478 3176  2  0 98  0  0
131  0 502660 175469376  35632 798270528    0    0     0     0 31061 8738 10  0 90  0  0
 3  0 502660 175469408  35632 798270528    0    0     0   411 46032 12882 15  0 85  0  0
130  0 502660 175470304  35632 798270528    0    0     0   137 66813 15815 22  0 77  0  0
 3  0 502660 175471440  35632 798270528    0    0     0   356 70341 8782 24  1 75  0  0
 3  0 502660 175470256  35632 798270528    0    0     0   136 7002 2868  2  0 98  0  0
 3  0 502660 175470288  35632 798270528    0    0     0     0 9440 3585  2  0 98  0  0
 3  0 502660 175471408  35632 798270528    0    0     0     0 7417 3500  2  0 98  0  0
 4  0 502660 175471360  35632 798270528    0    0     0     0 6797 2551  2  0 98  0  0
 3  0 502660 175471472  35632 798270592    0    0     0     2 8872 3277  2  0 97  0  0
 4  0 502660 175469456  35632 798270592    0    0     0    16 7302 3144  2  0 98  0  0
 4  0 502660 175471200  35632 798270592    0    0     0    84 8752 3460  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 502660 175479744  35632 798270592    0    0     0    12 7441 3637  2  0 98  0  0
 3  0 502660 175481264  35632 798270592    0    0     0    75 8505 3362  2  0 98  0  0
 4  0 502660 175480336  35632 798270592    0    0     0     0 7457 3147  2  0 98  0  0
 3  0 502660 175480336  35632 798270592    0    0     0     0 8526 3290  2  0 98  0  0
 3  0 502660 175480368  35632 798270592    0    0     0   152 7585 3052  2  0 98  0  0
 5  0 502660 175475424  35632 798270592    0    0     0    14 7968 3960  2  0 98  0  0
 4  0 502660 175475376  35632 798270592    0    0     0     0 10550 4193  2  0 97  0  0
 3  0 502660 175474976  35632 798270592    0    0     0     0 8382 2979  2  0 98  0  0
 3  0 502660 175474624  35632 798270592    0    0     0     0 9665 3977  2  0 98  0  0
 3  0 502660 174857792  35632 798539136    0    0     0    16 8106 3200  2  0 98  0  0
 3  0 502660 175474064  35632 798270208    0    0     0 347802 21183 4851  2  0 97  0  0
 3  0 502660 175475072  35632 798270208    0    0     0     0 16699 2639  2  0 98  0  0
 3  0 502660 175475120  35632 798270208    0    0     0    18 29040 3231  3  0 97  0  0
 3  0 502660 175474096  35632 798270208    0    0     0     0 7262 2936  2  0 98  0  0
 3  0 502660 175474112  35632 798270208    0    0     0     0 8906 3762  2  0 98  0  0
 3  0 502660 175474912  35632 798270208    0    0     0    12 7539 3537  2  0 98  0  0
 4  0 502660 175474656  35632 798270208    0    0     0    32 42808 11260 14  0 86  0  0
 3  0 502660 175474272  35632 798270208    0    0     0   127 60540 14212 17  0 82  0  0
 3  0 502660 175474304  35632 798270208    0    0     0    30 47581 12669 15  0 84  0  0
 3  0 502660 175476128  35632 798270208    0    0     0     0 70217 10801 24  1 75  0  0
 3  0 502660 175476592  35632 798270208    0    0     0   376 6733 2732  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 502660 175476704  35632 798270208    0    0     0    65 19263 3464  3  0 97  0  0
 3  0 502660 175476688  35632 798270208    0    0     0  2985 14041 3274  2  0 98  0  0
 4  0 502660 175476272  35632 798270208    0    0     0    18 8865 3358  2  0 98  0  0
 3  0 502660 175425536  35632 798270208    0    0     0     0 9265 4499  2  0 98  0  0
 4  0 502660 175422048  35632 798270208    0    0     0     0 9173 3206  3  0 97  0  0
 3  0 502660 175417584  35632 798270208    0    0     0    63 8720 3580  2  0 98  0  0
 3  0 502660 175347408  35632 798270272    0    0     0     0 10840 4587  3  0 97  0  0
 3  0 502660 175300016  35632 798270272    0    0     0  1364 9708 4657  2  0 98  0  0
 4  0 502660 175267632  35632 798270272    0    0     0     0 10379 4166  3  0 97  0  0
 4  0 502660 175257312  35632 798270272    0    0     0   204 8236 3530  2  0 98  0  0
 7  0 502660 175336656  35632 798270272    0    0     0    27 8580 3297  2  0 98  0  0
 3  0 502660 175477088  35632 798270272    0    0     0     3 11031 3953  3  0 97  0  0
 3  0 502660 175475584  35632 798270272    0    0     0   317 8063 4236  2  0 98  0  0
 3  0 502660 175476224  35632 798270272    0    0     0     3 8788 3864  2  0 98  0  0
 4  0 502660 175454320  35632 798270272    0    0     0   227 26711 19919  3  0 97  0  0
 4  0 502660 175452784  35632 798270336    0    0     0   161 18779 18543  3  1 97  0  0
 3  0 502660 175452752  35632 798270336    0    0     0     0 18827 15592  2  0 97  0  0
 5  0 502660 175449808  35632 798270336    0    0     0     0 21884 18381  3  0 97  0  0
 3  0 502660 175452000  35632 798270336    0    0     0  1532 11364 10402  2  0 98  0  0
 3  0 502660 175452736  35632 798270336    0    0     0     0 7786 3508  2  0 98  0  0
 3  0 502660 175453504  35632 798270336    0    0     0   184 8941 3922  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 502660 175465824  35632 798270336    0    0     0    84 9431 5317  2  0 98  0  0
 3  0 502660 175465008  35632 798270336    0    0     0     3 8739 3626  2  0 98  0  0
 3  0 502660 175465072  35632 798270336    0    0     0     0 7579 3229  2  0 98  0  0
 3  0 502660 175469840  35632 798270336    0    0     0   308 32782 10192  9  0 91  0  0
 4  0 502660 175470736  35632 798270336    0    0     0    90 43595 9840 13  1 86  0  0
 3  0 502660 175470768  35632 798270336    0    0     0    18 8735 4228  2  0 98  0  0
 3  0 502660 175470496  35632 798270336    0    0     0     0 7309 3170  2  0 98  0  0
132  0 502660 175471552  35632 798270336    0    0     0     0 8139 3555  2  0 98  0  0
 3  0 502660 175471632  35632 798270336    0    0     0  1312 7993 3807  2  0 98  0  0
 3  0 502660 175471472  35632 798270336    0    0     0    32 7502 4045  2  0 98  0  0
 3  0 502660 175471568  35632 798270336    0    0     0   381 8280 3501  2  0 98  0  0
 3  0 502660 175471632  35632 798270336    0    0     0    18 7568 3385  2  0 98  0  0
131  0 502660 175470976  35632 798270336    0    0     0     0 52144 14621 16  0 84  0  0
130  0 502660 175470832  35632 798270336    0    0     0     0 77287 14454 20  0 80  0  0
 3  0 502660 174986416  35632 798407552    0    0     0     0 67139 10008 22  1 76  0  0
 3  0 502660 175471424  35632 798270336    0    0     0 347802 20531 5171  3  0 97  0  0
 3  0 502660 175471504  35632 798270336    0    0     0     0 11894 3236  2  0 98  0  0
 3  0 502660 175471728  35632 798270336    0    0     0     0 23241 3278  3  0 97  0  0
 3  0 502660 175481824  35632 798270336    0    0     0    10 12522 2941  2  0 98  0  0
 3  0 502660 175477760  35632 798270336    0    0     0    59 22654 4439  2  0 98  0  0
 3  0 502660 175477152  35632 798270336    0    0     0    16 10662 3065  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 502660 175477712  35632 798270336    0    0     0     0 7196 2979  2  0 98  0  0
 3  0 502660 175476144  35632 798270336    0    0     0    14 8370 3241  2  0 98  0  0
 3  0 502660 175477040  35632 798270336    0    0     0     0 18967 3147  2  0 98  0  0
 5  0 502660 175474688  35632 798270400    0    0     0     0 21732 4574  3  0 97  0  0
 4  0 502660 175475936  35632 798270400    0    0     0    64 10906 3608  2  0 98  0  0
 4  0 502660 175476048  35632 798270400    0    0     0     0 9858 4058  2  0 98  0  0
 4  0 502660 175475952  35632 798270400    0    0     0     0 7636 3253  2  0 98  0  0
 3  0 502660 175475936  35632 798270400    0    0     0     2 8555 4275  2  0 98  0  0
 3  0 502660 175477136  35632 798270400    0    0     0     0 6905 2712  2  0 98  0  0
 3  0 502660 175477088  35632 798270400    0    0     0     0 6749 2700  2  0 98  0  0
 4  0 502660 175476080  35632 798270400    0    0     0     0 8536 3454  2  0 98  0  0
 3  0 502660 175476048  35632 798270400    0    0     0     0 9167 3239  2  0 98  0  0
 3  0 502660 175475984  35632 798270400    0    0     0    14 9379 3997  2  0 97  0  0
 3  0 502660 175475648  35632 798270400    0    0     0     0 6854 2839  2  0 98  0  0
 3  0 502660 175474960  35632 798270400    0    0     0   190 8732 3496  2  0 98  0  0
 3  0 502660 175474624  35632 798270400    0    0     0    44 36081 9751 11  0 89  0  0
 3  0 502660 175474848  35632 798270400    0    0     0     0 55642 13984 18  0 82  0  0
259  0 502660 174822144  35632 798270400    0    0     0   130 94804 16527 32  1 67  0  0
 3  0 502660 175475264  35632 798270400    0    0     0   325 20730 4637  7  0 93  0  0
 3  0 502660 175475808  35632 798270400    0    0     0   142 7565 3276  2  0 98  0  0
 4  0 502660 175476912  35632 798270400    0    0     0  3096 9019 3492  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 502660 175475968  35632 798270400    0    0     0     0 7220 2923  2  0 98  0  0
 3  0 502660 175476000  35632 798270400    0    0     0    47 9075 4249  2  0 98  0  0
 3  0 502660 175477024  35632 798270400    0    0     0     3 7279 3091  2  0 98  0  0
 3  0 502660 175476080  35632 798270400    0    0     0     0 8374 3124  2  0 98  0  0
 4  0 502660 175476048  35632 798270400    0    0     0    84 7379 3124  2  0 98  0  0
 3  0 502660 175476048  35632 798270400    0    0     0     0 9178 4428  2  0 98  0  0
 4  0 502660 175448432  35632 798270400    0    0     0    10 6035 2715  1  0 98  0  0
 4  0 502660 175486160  35632 798269952    0   96     0   342 14793 24339  1  0 99  0  0
 4  0 502660 175772304  35632 798272384    0    0     0     0 6253 2360  1  0 99  0  0
 4  0 502660 175482720  35632 798272384    0    0     0  2726 11818 3299  2  0 98  0  0
 3  0 502660 175479168  35632 798272448    0    0     0    18 8163 4159  2  0 98  0  0
